simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.067998	18999	274.461
40	1228	91	0	110.063	3.70703e-06	4.15344
80	1246	18	0	98.0527	6.96588e-16	0.0170102
120	1262	16	0	97.8773	1.24087e-25	6.96634e-05
160	1290	28	0	108.156	2.05851e-35	16.3864
200	1334	44	0	98.5252	3.20416e-45	0.0928247
240	1369	35	0	98.0247	5.20275e-55	0.0203427
280	1401	32	0	108.555	8.82639e-65	64.7892
320	1440	39	0	98.603	1.46639e-74	0.295271
360	1478	38	0	98.6373	2.67621e-84	0.0515597
400	1531	54	1	109.052	5.78747e-94	256.805
440	1580	52	3	99.1909	1.25925e-103	1.07218
480	1638	58	0	100.592	2.94005e-113	0.054051
520	1714	82	6	99.4845	8.15776e-123	0.0201022
560	1742	41	13	109.357	2.33274e-132	4.16524
600	1761	42	23	99.5288	6.55674e-142	0.0482031
640	1801	52	12	99.594	2.01609e-151	0.0192622
680	1802	35	34	109.669	6.3457e-161	16.4401
720	1790	20	32	99.8221	1.9324e-170	0.0852947
760	1773	5	22	99.6485	6.03168e-180	0.0123204
800	1739	16	50	109.634	1.95701e-189	64.9668
840	1711	27	55	99.7441	6.15294e-199	0.284609
880	1692	15	34	99.6131	2.04055e-208	0.0292541
920	1672	24	44	110.352	7.32238e-218	256.802
960	1655	25	42	99.9434	2.61147e-227	1.06355
1000	1664	30	21	99.3871	1.02774e-236	0.0403302
1040	1679	37	22	99.3214	4.75872e-246	0.0186965
1080	1681	33	31	109.074	2.22648e-255	4.16528
1120	1699	34	16	99.2912	1.04523e-264	0.0508556
1160	1751	60	8	99.5446	5.35018e-274	0.0223925
1200	1757	27	21	109.848	2.85141e-283	16.4419
1240	1761	27	23	99.5831	1.48124e-292	0.0852771
1280	1781	32	12	99.6104	0	0.0200093
1320	1798	34	17	107.662	0	64.9721
1360	1794	15	19	98.7843	0	0.279157
1400	1799	13	8	97.6032	0	0.018577
1440	1802	14	11	107.789	0	256.801
1440.02	1802	0	0	0.230247	0	256.096
