simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0831292	18999	274.461
40	1231	94	0	114.621	3.7161e-06	7.30021
80	1244	13	0	95.358	7.08871e-16	0.0591468
120	1262	18	0	95.8201	1.40676e-25	0.0270352
160	1283	21	0	103.813	2.89284e-35	438.225
200	1315	32	0	104.083	5.65179e-45	3.66883
240	1348	33	0	96.4142	1.13013e-54	0.0818368
280	1374	26	0	95.8591	2.93298e-64	0.048013
320	1404	30	0	111.677	8.97215e-74	449.417
360	1427	24	1	96.2957	2.76601e-83	1.86402
400	1465	40	2	96.0448	9.21483e-93	0.0812387
440	1496	36	5	95.6583	3.87616e-102	0.0508653
480	1518	37	15	113.877	1.86718e-111	227.306
520	1545	57	30	95.9072	8.91572e-121	0.948833
560	1536	37	46	95.7436	4.38648e-130	0.0562117
600	1529	25	32	95.6446	2.37858e-139	0.0336091
640	1540	36	25	112.751	1.3463e-148	114.336
680	1518	32	54	95.3321	7.33611e-158	0.488662
720	1445	10	83	95.2822	4.11402e-167	0.0462896
760	1409	5	41	95.0843	2.43314e-176	0.0213056
800	1390	12	31	111.052	1.41722e-185	57.5076
840	1371	23	42	95.0341	7.94829e-195	0.26506
880	1328	12	55	94.3536	4.76666e-204	0.0538972
920	1317	22	33	95.5146	3.07514e-213	0.0241625
960	1311	14	20	110.972	1.94525e-222	28.9282
1000	1322	26	15	95.3429	1.1939e-231	0.152629
1040	1335	36	23	95.1044	7.96834e-241	0.0551198
1080	1348	28	15	94.2653	5.657e-250	0.0240758
1120	1377	37	8	111.023	3.9492e-259	14.5559
1160	1402	36	11	95.1021	2.66921e-268	0.088942
1200	1417	27	12	94.3959	1.90016e-277	0.0363023
1240	1423	11	5	94.5182	1.35971e-286	0.0148043
1280	1459	39	3	111.24	9.42638e-296	7.32221
1320	1471	21	9	93.1601	0	0.0619901
1360	1479	12	4	92.9497	0	0.0305244
1400	1478	3	4	100.136	0	438.125
1440	1485	11	4	100.159	0	3.68711
1440.02	1485	1	1	0.166575	0	3.67701
