simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.077821	18999	274.461
40	1228	91	0	110.061	3.71788e-06	5.52089
80	1247	19	0	94.307	7.06484e-16	0.0362553
120	1265	18	0	94.7654	1.32119e-25	0.00855787
160	1281	16	0	94.0707	2.42819e-35	0.0018128
200	1317	36	0	108.465	4.22758e-45	339.754
240	1352	35	0	94.0269	6.84846e-55	1.40102
280	1398	46	0	95.025	1.11234e-64	0.0533458
320	1445	47	0	94.8295	2.10032e-74	0.0196289
360	1485	40	0	94.9705	4.16141e-84	0.00389271
400	1531	47	1	109.592	7.96777e-94	86.43
440	1588	65	8	96.0142	1.447e-103	0.383445
480	1642	74	20	96.003	2.98377e-113	0.0525756
520	1703	73	12	96.1857	7.60638e-123	0.0207571
560	1741	54	16	96.4408	1.97823e-132	0.00476028
600	1773	43	11	110.213	4.82397e-142	21.8658
640	1811	62	24	96.3547	1.11363e-151	0.109632
680	1841	49	19	96.9037	2.70867e-161	0.0230332
720	1824	18	35	96.0617	6.98461e-171	0.00821256
760	1783	6	47	96.4439	1.70798e-180	0.00153888
800	1773	18	28	110.977	3.88756e-190	5.53411
840	1781	35	27	96.7762	8.66964e-200	0.0497169
880	1770	19	30	97.0409	2.21703e-209	0.0196067
920	1746	31	55	97.4885	5.95443e-219	0.00381147
960	1734	31	43	110.528	1.52982e-228	341.653
1000	1767	48	15	95.7205	3.72812e-238	1.40987
1040	1807	56	16	96.3643	1.01041e-247	0.0547793
1080	1836	43	14	96.4463	3.58943e-257	0.0249184
1120	1864	51	23	97.2201	1.34244e-266	0.00543058
1160	1911	60	13	110.289	4.78254e-276	86.433
1200	1967	61	5	96.612	1.59524e-285	0.366664
1240	2000	44	11	97.4191	5.53447e-295	0.026383
1280	2020	32	12	95.292	0	0.0114497
1320	2022	33	31	93.451	0	0.00195967
1360	2030	18	10	110.408	0	21.866
1400	2025	11	16	95.6202	0	0.103702
1440	2017	12	20	94.369	0	0.0151922
1440.02	2017	0	0	0.238326	0	0.0151872
