-477.5;-492.5;-492.5;7.26205e-05
-447.5;-492.5;-492.5;7.2619e-05
-432.5;-492.5;-492.5;7.26178e-05
-402.5;-492.5;-492.5;7.26146e-05
-387.5;-492.5;-492.5;7.26127e-05
-357.5;-492.5;-492.5;7.26081e-05
-312.5;-492.5;-492.5;7.26001e-05
-297.5;-492.5;-492.5;7.25973e-05
-282.5;-492.5;-492.5;7.25944e-05
-267.5;-492.5;-492.5;7.25914e-05
-237.5;-492.5;-492.5;7.25857e-05
-222.5;-492.5;-492.5;7.25829e-05
-192.5;-492.5;-492.5;7.25777e-05
-177.5;-492.5;-492.5;7.25754e-05
-162.5;-492.5;-492.5;7.25732e-05
-132.5;-492.5;-492.5;7.25697e-05
-117.5;-492.5;-492.5;7.25683e-05
-57.5;-492.5;-492.5;7.2566e-05
-42.5;-492.5;-492.5;7.25663e-05
17.5;-492.5;-492.5;7.25712e-05
77.5;-492.5;-492.5;7.25819e-05
92.5;-492.5;-492.5;7.25854e-05
122.5;-492.5;-492.5;7.25933e-05
137.5;-492.5;-492.5;7.25976e-05
182.5;-492.5;-492.5;7.26118e-05
227.5;-492.5;-492.5;7.26271e-05
302.5;-492.5;-492.5;7.26526e-05
317.5;-492.5;-492.5;7.26573e-05
362.5;-492.5;-492.5;7.26702e-05
377.5;-492.5;-492.5;7.26739e-05
407.5;-492.5;-492.5;7.26803e-05
422.5;-492.5;-492.5;7.2683e-05
437.5;-492.5;-492.5;7.26852e-05
482.5;-492.5;-492.5;7.26893e-05
-492.5;-477.5;-492.5;7.26205e-05
-447.5;-477.5;-492.5;7.26187e-05
-432.5;-477.5;-492.5;7.26175e-05
-387.5;-477.5;-492.5;7.26124e-05
-357.5;-477.5;-492.5;7.26079e-05
-327.5;-477.5;-492.5;7.26027e-05
-297.5;-477.5;-492.5;7.2597e-05
-252.5;-477.5;-492.5;7.25883e-05
-222.5;-477.5;-492.5;7.25827e-05
-192.5;-477.5;-492.5;7.25775e-05
-162.5;-477.5;-492.5;7.2573e-05
-147.5;-477.5;-492.5;7.25711e-05
-102.5;-477.5;-492.5;7.25671e-05
-12.5;-477.5;-492.5;7.25679e-05
17.5;-477.5;-492.5;7.2571e-05
122.5;-477.5;-492.5;7.25931e-05
197.5;-477.5;-492.5;7.26166e-05
242.5;-477.5;-492.5;7.26321e-05
257.5;-477.5;-492.5;7.26373e-05
272.5;-477.5;-492.5;7.26424e-05
317.5;-477.5;-492.5;7.26571e-05
332.5;-477.5;-492.5;7.26616e-05
362.5;-477.5;-492.5;7.26699e-05
407.5;-477.5;-492.5;7.268e-05
437.5;-477.5;-492.5;7.26849e-05
452.5;-477.5;-492.5;7.26867e-05
497.5;-477.5;-492.5;7.26895e-05
-432.5;-462.5;-492.5;7.26169e-05
-417.5;-462.5;-492.5;7.26155e-05
-402.5;-462.5;-492.5;7.26138e-05
